Trait,prob_pos_female,prob_pos_male,p_sex_concord,p_sex_antag,evidence_ratio_concord,Trait_Sex
FBgn0000115,0.67925,0.465125,0.48749731250000006,0.5125026874999999,0.9512092802440184,Female
FBgn0000116,0.862375,0.21050000000000002,0.290184875,0.709815125,0.4088175424551569,Female
FBgn0000117,0.16612499999999997,0.664375,0.3902385937499999,0.6097614062500001,0.6399857218743087,Female
FBgn0000119,0.398875,0.501,0.49979775000000004,0.50020225,0.9991913271081849,Female
FBgn0000120,0.09275,0.08450000000000002,0.83842475,0.16157525,5.189066704213672,Female
FBgn0000121,0.04149999999999998,0.17400000000000004,0.798942,0.20105800000000001,3.9736891842155,Female
FBgn0000137,0.30737499999999995,0.768375,0.39660853124999995,0.6033914687499999,0.6572988711153368,Female
FBgn0000139,0.43200000000000005,0.018124999999999947,0.565535,0.434465,1.3016813782468093,Female
FBgn0000140,0.46125000000000005,0.923125,0.4672078125000001,0.5327921874999999,0.8769043981148845,Female
FBgn0000146,0.19774999999999998,0.8085,0.31351175,0.6864882499999999,0.45668917130045567,Female
FBgn0000147,0.54075,0.862625,0.5295539375,0.4704460625,1.125642193040993,Female
FBgn0000150,0.16425,0.317125,0.6228005625,0.37719943749999996,1.6511174211387845,Female
FBgn0000152,0.93025,0.560875,0.5523829375,0.4476170625,1.2340524608576555,Female
FBgn0000153,0.790875,0.32262500000000005,0.39681209375000004,0.60318790625,0.6578581726165039,Female
FBgn0000157,0.809875,0.581375,0.55043215625,0.44956784375000003,1.224358378612349,Female
FBgn0000158,0.18125000000000002,0.283875,0.6377796874999999,0.3622203125,1.7607507516575287,Female
FBgn0000163,0.09950000000000003,0.805,0.255695,0.744305,0.3435352442882958,Female
FBgn0000166,0.32062500000000005,0.381375,0.54255671875,0.45744328125,1.1860633678287302,Female
FBgn0000173,0.08762499999999995,0.07174999999999998,0.8531991875000001,0.14680081249999993,5.8119513984297635,Female
FBgn0000179,0.09650000000000003,0.04200000000000004,0.8696059999999999,0.13039400000000007,6.66906452750893,Female
FBgn0000180,0.90325,0.70175,0.662711375,0.337288625,1.9648198186345596,Female
FBgn0000181,0.19337499999999996,0.7545,0.343927875,0.656072125,0.5242226607326138,Female
FBgn0000182,0.565375,0.8635,0.547527625,0.45247237500000004,1.2100796761349242,Female
FBgn0000183,0.598,0.757375,0.5504455,0.44955449999999997,1.2244244023805793,Female
FBgn0000206,0.770375,0.401875,0.44693890625,0.55306109375,0.8081185086073503,Female
FBgn0000212,0.17974999999999997,0.640875,0.40976956249999996,0.5902304375,0.694253526191624,Female
FBgn0000216,0.14437500000000003,0.550375,0.46417078125,0.53582921875,0.8662662747896295,Female
FBgn0000221,0.318875,0.265,0.58512875,0.41487125,1.4103863548028452,Female
FBgn0000227,0.31362500000000004,0.48612500000000003,0.50517190625,0.49482809375000003,1.0209038505102055,Female
FBgn0000228,0.09537499999999999,0.729875,0.31397365624999996,0.68602634375,0.4576699701264204,Female
FBgn0000229,0.614875,0.09287500000000004,0.40646303125000005,0.59353696875,0.6848150202101461,Female
FBgn0000233,0.39212499999999995,0.57875,0.48300968749999995,0.5169903125,0.9342722210099438,Female
FBgn0000239,0.39137500000000003,0.63525,0.4706169375,0.5293830625,0.8889913010769965,Female
FBgn0000241,0.559375,0.685375,0.52201328125,0.47798671875,1.0921083385227428,Female
FBgn0000244,0.44225000000000003,0.22850000000000004,0.53135825,0.46864174999999997,1.1338261049084937,Female
FBgn0000246,0.33725000000000005,0.583,0.4729835,0.5270165,0.8974737982586883,Female
FBgn0000247,0.14137500000000003,0.637,0.40173675,0.59826325,0.6715049771150075,Female
FBgn0000250,0.21487500000000004,0.654,0.4121815,0.5878185,0.7012053890784314,Female
FBgn0000253,0.989125,0.673875,0.6700932187499999,0.32990678124999995,2.0311592753900087,Female
FBgn0000256,0.8695,0.23050000000000004,0.3008395,0.6991605000000001,0.43028675103928204,Female
FBgn0000257,0.06525000000000003,0.481125,0.5164118125,0.4835881875,1.0678751587578843,Female
FBgn0000259,0.827,0.780625,0.6835287499999999,0.31647125000000004,2.1598446936333073,Female
FBgn0000261,0.852875,0.08975,0.21046606249999994,0.7895339375000001,0.2665700009887161,Female
FBgn0000273,0.88875,0.436125,0.45033718749999996,0.5496628125,0.8192971713908695,Female
FBgn0000274,0.16825,0.21362499999999995,0.6900098125,0.30999018749999996,2.2259085620250483,Female
FBgn0000278,0.21825000000000006,0.127625,0.7098333124999999,0.2901666875,2.44629498518847,Female
FBgn0000279,0.810375,0.49224999999999997,0.49518918749999996,0.5048108125,0.9809401368557253,Female
FBgn0000281,0.037250000000000005,0.8135,0.20985575,0.7901442500000001,0.2655916941748294,Female
FBgn0000283,0.458125,0.85575,0.47020593749999995,0.5297940625,0.8875258723761177,Female
FBgn0000286,0.997125,0.99875,0.9958821875000001,0.004117812499999935,241.8473855961183,Female
FBgn0000287,0.10250000000000004,0.63125,0.39565625000000004,0.6043437500000001,0.6546874192047158,Female
FBgn0000289,0.43474999999999997,0.792375,0.4618450625,0.5381549375,0.8582009200649581,Female
FBgn0000299,0.08574999999999999,0.03662500000000002,0.8839061874999999,0.1160938125,7.6137234919389,Female
FBgn0000303,0.580875,0.07025000000000003,0.43048793750000003,0.5695120625,0.7558890598563925,Female
FBgn0000307,0.357,0.82375,0.40740750000000003,0.5925925000000001,0.6875002636719162,Female
FBgn0000308,0.951625,0.668125,0.65185890625,0.34814109375,1.8723986278910802,Female
FBgn0000316,0.20387500000000003,0.600375,0.44055290625,0.55944709375,0.787479122104207,Female
FBgn0000317,0.09575,0.85725,0.21116337500000004,0.788836625,0.26768961824002535,Female
FBgn0000318,0.254375,0.27975000000000005,0.6081978124999999,0.3918021875,1.5523083635157089,Female
FBgn0000319,0.15587499999999999,0.2855,0.6476296250000001,0.35237037499999996,1.8379230234664312,Female
FBgn0000320,0.873625,0.5245,0.5183076249999999,0.48169237500000006,1.0760137629332411,Female
FBgn0000326,0.875,0.11024999999999996,0.20768749999999997,0.7923125,0.2621282637848071,Female
FBgn0000330,0.16637500000000005,0.52,0.48665499999999995,0.513345,0.9480076751502399,Female
FBgn0000337,0.31425000000000003,0.127,0.6385694999999999,0.3614305,1.7667836555022334,Female
FBgn0000339,0.44262500000000005,0.34375,0.5179296875,0.4820703125,1.0743861923669071,Female
FBgn0000346,0.29474999999999996,0.03387499999999999,0.6913443125000001,0.30865568749999994,2.2398560612948373,Female
FBgn0000351,0.365,0.97175,0.3726275,0.6273725,0.5939493681983192,Female
FBgn0000352,0.37875000000000003,0.983625,0.3827209375,0.6172790624999999,0.6200128284765857,Female
FBgn0000355,0.24387499999999995,0.20562499999999995,0.6507935937500001,0.34920640624999993,1.8636358958549324,Female
FBgn0000356,0.11850000000000005,0.275875,0.671007375,0.328992625,2.039581814333984,Female
FBgn0000357,0.181875,0.484375,0.50994140625,0.49005859375000005,1.040572316766968,Female
FBgn0000358,0.280875,0.70875,0.4085153125,0.5914846874999999,0.6906608423400649,Female
FBgn0000359,0.05412499999999998,0.72225,0.3018085625,0.6981914374999999,0.43227193329766384,Female
FBgn0000360,0.09524999999999995,0.7055,0.3336477499999999,0.66635225,0.5007077713026404,Female
FBgn0000370,0.4505,0.3105,0.5187605,0.48123950000000004,1.077967415392959,Female
FBgn0000376,0.285625,0.697125,0.41548265625,0.58451734375,0.7108132216992065,Female
FBgn0000377,0.20074999999999998,0.57475,0.45526212499999996,0.544737875,0.8357453114491074,Female
FBgn0000382,0.65425,0.83925,0.6046586250000001,0.395341375,1.529459508254101,Female
FBgn0000384,0.583125,0.433875,0.48900671875,0.51099328125,0.9569728931734365,Female
FBgn0000392,0.554875,0.869625,0.54056634375,0.45943365625,1.1765928255283322,Female
FBgn0000394,0.23262499999999997,0.357125,0.5764024062499999,0.42359759375000006,1.3607310682463003,Female
FBgn0000395,0.666375,0.826125,0.60851809375,0.39148190625,1.5543964715482939,Female
FBgn0000404,0.27637500000000004,0.858375,0.33971678125000004,0.66028321875,0.5145016132518514,Female
FBgn0000405,0.17562500000000003,0.7965,0.30764562500000003,0.692354375,0.44434705132035895,Female
FBgn0000406,0.15712499999999996,0.012125000000000052,0.83456028125,0.16543971875000002,5.044497703185318,Female
FBgn0000411,0.8435,0.19237499999999996,0.288661625,0.7113383750000001,0.40580072036743403,Female
FBgn0000412,0.35287500000000005,0.83675,0.4009113125,0.5990886875,0.6692019409897471,Female
FBgn0000414,0.6005,0.671125,0.534396125,0.465603875,1.147748448184629,Female
FBgn0000416,0.47487500000000005,0.48124999999999996,0.5009421875,0.49905781250000003,1.0037758651458841,Female
FBgn0000422,0.58875,0.0063750000000000195,0.4123815625,0.5876184375000001,0.7017845870433567,Female
FBgn0000426,0.705625,0.570125,0.52883890625,0.47116109375000004,1.1224163311977622,Female
FBgn0000427,0.18125000000000002,0.48324999999999996,0.510678125,0.489321875,1.04364458466117,Female
FBgn0000439,0.396,0.567625,0.485934,0.514066,0.9452755093703921,Female
FBgn0000442,0.884625,0.583375,0.5641362187500001,0.43586378125,1.2942947843294792,Female
FBgn0000447,0.18837499999999996,0.26825,0.6444381874999999,0.35556181249999996,1.8124505074627495,Female
FBgn0000448,0.306875,0.337375,0.56281390625,0.43718609375,1.2873554632591744,Female
FBgn0000449,0.19899999999999995,0.43137499999999995,0.54131225,0.45868774999999995,1.1801323449339995,Female
FBgn0000454,0.055625000000000036,0.550625,0.45500703124999997,0.54499296875,0.83488605787632,Female
FBgn0000455,0.0625,0.34187500000000004,0.638359375,0.36164062500000005,1.765176063944696,Female
FBgn0000459,0.742375,0.49512500000000004,0.49763684375000006,0.5023631562499999,0.9905918408999568,Female
FBgn0000463,0.20087500000000003,0.541125,0.47539696875000004,0.52460303125,0.9062032440362496,Female
FBgn0000464,0.93775,0.961625,0.9041526875,0.09584731250000007,9.433260713491569,Female
FBgn0000473,0.33362499999999995,0.671875,0.44280859375,0.55719140625,0.7947154044068676,Female
FBgn0000477,0.9975,0.079125,0.08122937499999996,0.918770625,0.08841094043467047,Female
FBgn0000479,0.631375,0.987375,0.62805778125,0.37194221875,1.688589650727839,Female
FBgn0000482,0.012125000000000052,0.023625000000000007,0.9648229062499999,0.035177093750000055,27.427590042170507,Female
FBgn0000489,0.28774999999999995,0.09787500000000005,0.6707020625000001,0.3292979375,2.0367636298967104,Female
FBgn0000490,0.916375,0.010000000000000009,0.09195249999999996,0.9080475,0.10126397572814194,Female
FBgn0000492,0.46199999999999997,0.25249999999999995,0.51881,0.48119,1.0781811758349094,Female
FBgn0000499,0.490375,0.87475,0.4927860625,0.5072139375,0.9715546558694477,Female
FBgn0000500,0.507875,0.778625,0.50438834375,0.49561165625000003,1.01770879960009,Female
FBgn0000504,0.22999999999999998,0.05587500000000001,0.7398275,0.2601725,2.843603762888084,Female
FBgn0000520,0.10775000000000001,0.346375,0.6205188125,0.37948118750000004,1.635176743774683,Female
FBgn0000524,0.34575,0.90325,0.375597375,0.624402625,0.6015307430842399,Female
FBgn0000527,0.369,0.10499999999999998,0.6034900000000001,0.39651000000000003,1.522004489167991,Female
FBgn0000529,0.995875,0.707125,0.70541621875,0.29458378125000007,2.3946200152524515,Female
FBgn0000533,0.31775,0.2885,0.57709175,0.42290825,1.364579078322544,Female
FBgn0000536,0.57575,0.32162500000000005,0.47297618750000003,0.5270238125,0.8974474706491561,Female
FBgn0000541,0.509625,0.913875,0.50796709375,0.49203290624999996,1.0323843940061683,Female
FBgn0000542,0.384375,0.347375,0.53529453125,0.46470546874999996,1.1519006494368915,Female
FBgn0000543,0.08550000000000002,0.89175,0.17523924999999999,0.8247607499999999,0.21247282924169222,Female
FBgn0000546,0.31462500000000004,0.8375,0.3748718750000001,0.625128125,0.5996720672262187,Female
FBgn0000547,0.3005,0.75175,0.39955175,0.60044825,0.6654224573058544,Female
FBgn0000551,0.233375,0.02024999999999999,0.7558266874999999,0.24417331250000002,3.095451668167052,Female
FBgn0000552,0.15649999999999997,0.361,0.5954929999999999,0.40450699999999995,1.4721451050290848,Female
FBgn0000557,0.441125,0.16749999999999998,0.5391518750000001,0.46084812499999994,1.1699122677346254,Female
FBgn0000559,0.273875,0.547,0.47874425,0.52125575,0.91844406512542065,Female
FBgn0000560,0.20562499999999995,0.07962499999999995,0.7474957812500002,0.2525042187499999,2.960329870726172,Female
FBgn0000562,0.38225,0.774,0.435473,0.564527,0.7713944594324098,Female
FBgn0000564,0.75875,0.30737499999999995,0.4003165625,0.5996834375,0.6675464711329467,Female
FBgn0000565,0.62875,0.139625,0.4072034375,0.5927965625,0.6869193636729295,Female
FBgn0000566,0.381625,0.29174999999999995,0.5493031875000001,0.45069681249999993,1.2187864929708154,Female
FBgn0000567,0.013375000000000026,0.665375,0.33904878124999993,0.6609512187500001,0.5129709600826724,Female
FBgn0000568,0.192125,0.52575,0.4841444374999999,0.5158555625000001,0.9385271240532563,Female
FBgn0000575,0.82575,0.858875,0.7338070624999999,0.26619293749999995,2.7566736720804252,Female
FBgn0000576,0.97425,0.982875,0.9580069375,0.0419930625,22.81345728237849,Female
FBgn0000577,0.29825,0.787,0.3841955,0.6158045000000001,0.6238919981909843,Female
FBgn0000578,0.670125,0.973125,0.66098078125,0.3390192187500001,1.9496852824070166,Female
FBgn0000579,0.484375,0.22812500000000002,0.50849609375,0.49150390624999996,1.0345718259487384,Female
FBgn0000581,0.352,0.8625,0.39269999999999994,0.6073000000000001,0.6466326362588505,Female
FBgn0000588,0.34975,0.50475,0.498572625,0.501427375,0.9943067527974514,Female
FBgn0000591,0.579875,0.20450000000000002,0.452793875,0.547206125,0.827464924666185,Female
FBgn0000592,0.7255,0.06837499999999996,0.305337125,0.694662875,0.4395472048221952,Female
FBgn0000594,0.11887499999999995,0.8765,0.21301287500000002,0.786987125,0.2706688181207539,Female
FBgn0000606,0.982875,0.78475,0.7749973125,0.22500268750000002,3.4443913586587716,Female
FBgn0000611,0.336375,0.953,0.35175575000000003,0.6482442500000001,0.5426284151382754,Female
FBgn0000615,0.27437500000000004,0.42874999999999996,0.5321515625000001,0.46784843749999994,1.1374443513023385,Female
FBgn0000617,0.012249999999999983,0.06562500000000004,0.9237328125000001,0.07626718750000003,12.111798569994464,Female
FBgn0000618,0.16112499999999996,0.784,0.30751899999999993,0.6924810000000001,0.44408294234787654,Female
FBgn0000625,0.979,0.56525,0.5625095000000001,0.4374905,1.2857639194451083,Female
FBgn0000629,0.21887500000000004,0.34962499999999996,0.5845483437500001,0.41545165625,1.4070189273676774,Female
FBgn0000633,0.459125,0.300875,0.51627846875,0.48372153124999995,1.0673051237059237,Female
FBgn0000635,0.3135,0.08662499999999995,0.6541888750000001,0.345811125,1.8917519643128893,Female
FBgn0000636,0.578875,0.23524999999999996,0.4582356875,0.5417643125,0.8458211014037584,Female
FBgn0000639,0.43600000000000005,0.38,0.51536,0.48463999999999996,1.063387256520304,Female
FBgn0000640,0.878375,0.45299999999999996,0.46443274999999995,0.53556725,0.8671791451026923,Female
FBgn0000644,0.055499999999999994,0.33775,0.6442402500000001,0.35575975000000004,1.8108857171166777,Female
FBgn0000658,0.899125,0.746875,0.6970679687499999,0.30293203125000007,2.301070526856013,Female
FBgn0000659,0.9495,0.049000000000000044,0.09455100000000002,0.9054490000000001,0.10442443472796371,Female
FBgn0000662,0.466375,0.786375,0.48074128125000004,0.51925871875,0.9258222614100307,Female
FBgn0000667,0.43500000000000005,0.24062499999999998,0.53371875,0.46628125,1.1446283761142015,Female
FBgn0000709,0.31462500000000004,0.977125,0.32310590625,0.67689409375,0.47733598096563395,Female
FBgn0000711,0.549125,0.767625,0.52629415625,0.47370584375,1.11101470077653,Female
FBgn0000715,0.33887500000000004,0.21375,0.5922440625,0.40775593750000005,1.4524474275742456,Female
FBgn0000719,0.16225,0.75875,0.325214375,0.67478562499999994,0.4819521385032469,Female
FBgn0000721,0.33887500000000004,0.05687500000000001,0.64279703125,0.35720296875,1.7995288043081248,Female
FBgn0000723,0.43825000000000003,0.039000000000000035,0.5569335,0.44306650000000003,1.2569975387441839,Female
FBgn0000808,0.34624999999999995,0.600375,0.4691346875,0.5308653125,0.8837169738793208,Female
FBgn0000810,0.47675,0.846875,0.4838703125,0.5161296875,0.9374975402863258,Female
FBgn0000826,0.07837499999999997,0.39975000000000005,0.5845358124999999,0.4154641875,1.4069463267516886,Female
FBgn0000927,0.08187500000000003,0.789375,0.25801015624999996,0.7419898437500001,0.34772734212374445,Female
FBgn0000928,0.08775,0.492375,0.5062868125,0.49371318750000004,1.0254674683973273,Female
FBgn0000964,0.686375,0.838875,0.6263156562500001,0.37368434375000004,1.6760553839767338,Female
FBgn0000996,0.36587499999999995,0.775125,0.42619771875,0.57380228125,0.7427605861404896,Female
FBgn0001075,0.647,0.651125,0.54443075,0.45556925,1.1950559656956654,Female
FBgn0001077,0.67725,0.31875,0.435746875,0.564253125,0.7722542520256311,Female
FBgn0001078,0.215125,0.95425,0.2411910625,0.7588089375,0.3178547992524139,Female
FBgn0001079,0.09799999999999998,0.746875,0.3015125,0.6984875,0.43166484725925663,Female
FBgn0001083,0.887875,0.531125,0.52414521875,0.47585478125,1.10148145905595,Female
FBgn0001084,0.75275,0.928875,0.7167963125,0.28320368749999997,2.5310274694075092,Female
FBgn0001085,0.12675000000000003,0.916125,0.18936268750000004,0.8106373124999999,0.2335973000255895,Female
FBgn0001086,0.31799999999999995,0.57975,0.47097100000000003,0.529029,0.8902555436469457,Female
FBgn0001087,0.563625,0.867375,0.54674846875,0.45325153124999995,1.206280466923409,Female
FBgn0001089,0.700375,0.5865,0.534664875,0.46533512499999996,1.1489888604476184,Female
FBgn0001090,0.711625,0.366375,0.44344321875000003,0.55655678125,0.7967618645379682,Female
FBgn0001091,0.319875,0.09787500000000005,0.64486553125,0.35513446875,1.8158348118665968,Female
FBgn0001092,0.892625,0.35424999999999995,0.3855498125,0.6144501875000001,0.6274712260544308,Female
FBgn0001098,0.798625,0.18200000000000005,0.31007450000000003,0.6899255,0.44943185894708926,Female
FBgn0001104,0.12724999999999997,0.411625,0.5658835625,0.43411643750000006,1.3035294534314885,Female
FBgn0001105,0.662,0.6165,0.5377460000000001,0.46225399999999994,1.1633128107058026,Female
FBgn0001108,0.50875,0.966875,0.5081703125,0.4918296875,1.0332241534321778,Female
FBgn0001112,0.20187500000000003,0.11862499999999998,0.72739484375,0.27260515625000004,2.668309190318185,Female
FBgn0001114,0.905,0.011125000000000052,0.10401125000000003,0.8959887499999999,0.11608544192100631,Female
FBgn0001120,0.352375,0.39725,0.5303369375,0.4696630625,1.1291859629689316,Female
FBgn0001122,0.977,0.539875,0.53804075,0.46195925000000004,1.1646930979301744,Female
FBgn0001123,0.821875,0.026000000000000023,0.1948625,0.8051375,0.2420238779090528,Female
FBgn0001124,0.638375,0.026375000000000037,0.36892428125,0.63107571875,0.5845959055131211,Female
FBgn0001125,0.23450000000000004,0.31200000000000006,0.5998279999999999,0.40017200000000003,1.4989254620513177,Female
FBgn0001128,0.29474999999999996,0.11624999999999996,0.6575293750000001,0.3424706249999999,1.9199584635908562,Female
FBgn0001133,0.534875,0.89975,0.5278825625,0.4721174375,1.118117062770002,Female
FBgn0001134,0.625875,0.48712500000000003,0.49675871875,0.50324128125,0.987118380900911,Female
FBgn0001137,0.029249999999999998,0.38475000000000004,0.608507875,0.3914921250000001,1.5543297965444385,Female
FBgn0001138,0.38849999999999996,0.029000000000000026,0.6050329999999999,0.39496699999999996,1.5318570918583072,Female
FBgn0001139,0.27575000000000005,0.78275,0.37318662500000005,0.626813375,0.5953711900292492,Female
FBgn0001142,0.8955,0.275875,0.322717125,0.6772828750000001,0.47648794456821303,Female
FBgn0001145,0.799125,0.022375000000000034,0.21426084375000004,0.7857391562499999,0.27268698784540185,Female
FBgn0001147,0.424125,0.471125,0.50438178125,0.49561821875,1.0176820830398499,Female
FBgn0001148,0.835375,0.695,0.6307962500000001,0.36920375000000005,1.7085315357712374,Female
FBgn0001149,0.19999999999999996,0.61375,0.43174999999999997,0.56825,0.7597888253409589,Female
FBgn0001150,0.712125,0.835125,0.6421767812500001,0.35782321875,1.7946761070825568,Female
FBgn0001168,0.843625,0.20699999999999996,0.29863575,0.7013642499999999,0.4257926605184111,Female
FBgn0001169,0.258,0.843125,0.3339275,0.6660725,0.5013380675527064,Female
FBgn0001170,0.7575,0.65625,0.58046875,0.41953125,1.3836126629422718,Female
FBgn0001174,0.952875,0.492,0.492754,0.507246,0.9714300359194553,Female
FBgn0001179,0.756125,0.884,0.696704,0.30329599999999995,2.297109094745727,Female
FBgn0001180,0.373375,0.804875,0.42279040625,0.5772095937499999,0.7324729367424864,Female
FBgn0001185,0.43762500000000004,0.898,0.45034950000000007,0.5496505,0.8193379247358095,Female
FBgn0001186,0.509375,0.595875,0.5017976562500001,0.49820234374999994,1.0072165708273029,Female
FBgn0001187,0.580375,0.42925,0.4886269375,0.5113730625,0.9555195088126097,Female
FBgn0001189,0.62225,0.09524999999999995,0.401038625,0.5989613749999999,0.6695567389466475,Female
FBgn0001197,0.55875,0.631375,0.5154365625,0.48456343749999997,1.0637132779957217,Female
FBgn0001202,0.40525,0.63975,0.473517375,0.526482625,0.8993979146035447,Female
FBgn0001206,0.41512499999999997,0.796625,0.44964790624999995,0.55035209375,0.8170186165481449,Female
FBgn0001208,0.502125,0.004874999999999963,0.49789571874999994,0.5021042812500001,0.991618150537329,Female
FBgn0001215,0.041749999999999954,0.814875,0.21141706249999997,0.7885829375,0.26809743458341057,Female
FBgn0001216,0.831625,0.15500000000000003,0.2711787500000001,0.7288212499999999,0.37207854463628787,Female
FBgn0001217,0.29325,0.886625,0.34013056249999996,0.6598694375,0.5154513047135934,Female
FBgn0001218,0.209125,0.20775,0.6700164375000001,0.3299835625,2.030453979052366,Female
FBgn0001220,0.08062499999999995,0.35062499999999996,0.62528828125,0.37471171875,1.6687182438166008,Female
FBgn0001222,0.49175,0.69,0.496865,0.503135,0.9875381358879823,Female
FBgn0001223,0.899375,0.03287499999999999,0.12688390624999996,0.87311609375,0.14532306431901681,Female
FBgn0001224,0.31799999999999995,0.364375,0.5493675,0.4506325,1.219103149462145,Female
FBgn0001225,0.59475,0.20599999999999996,0.444287,0.555713,0.799490024527049,Female
FBgn0001226,0.607125,0.609125,0.52338003125,0.47661996875,1.0981076445928912,Female
FBgn0001227,0.9245,0.756125,0.717450125,0.28254987499999995,2.539198168111029,Female
FBgn0001228,0.18274999999999997,0.92375,0.23113062499999998,0.7688693750000001,0.3006110433257924,Female
FBgn0001229,0.8795,0.43862500000000004,0.4534163750000001,0.5465836249999999,0.8295462107925391,Female
FBgn0001230,0.859375,0.31837499999999996,0.36945703124999996,0.63054296875,0.5859347412634199,Female
FBgn0001233,0.25187499999999996,0.378625,0.56023234375,0.43976765625,1.2739280294672648,Female
FBgn0001234,0.711375,0.825375,0.63755228125,0.36244771875000004,1.7590186067352642,Female
FBgn0001247,0.1815,0.38575000000000004,0.5727772499999999,0.42722275,1.3406993190320504,Female
FBgn0001248,0.17012499999999997,0.491625,0.50552540625,0.49447459375,1.0223485951344693,Female
FBgn0001250,0.69875,0.16712499999999997,0.36768218750000004,0.6323178125,0.5814832039070543,Female
FBgn0001253,0.585875,0.999375,0.58576765625,0.41423234374999995,1.4141041014497076,Female
FBgn0001254,0.36075,0.14300000000000002,0.5994244999999999,0.4005755,1.496408292569066,Female
FBgn0001255,0.387375,0.37424999999999997,0.5283251875,0.4716748125,1.1201047278732952,Female
FBgn0001256,0.507625,0.24662499999999998,0.49613603125000005,0.50386396875,0.9846626510739167,Female
FBgn0001257,0.846,0.532875,0.5227495,0.4772505,1.095335678013957,Female
FBgn0001258,0.06862500000000005,0.012125000000000052,0.9209141562499998,0.07908584375000008,11.644487971338092,Female
FBgn0001259,0.520125,0.34075,0.49359018750000005,0.5064098125,0.9746852752779156,Female
FBgn0001263,0.45199999999999996,0.497625,0.500228,0.499772,1.0009124160617242,Female
