Trait,Female_Evid_Ratio,Male_Evid_Ratio,Overall_Evid_Ratio,Diff_Evid_Ratio,Trait_Sex
FBgn0000084,3.6136101499423297,0.5609756097560976,1.6229508196721312,3.761904761904762,Female
FBgn0000092,2.9100684261974585,18.18465227817746,17.433179723502302,0.32956622901778293,Female
FBgn0000094,0.06496272630457935,2.8948393378773125,0.3357822674903991,0.05960264900662251,Female
FBgn0000097,1.058672156459084,1.1609940572663424,1.1396095212623696,0.94884287454324,Female
FBgn0000100,0.44613159797541574,0.5029118917903438,0.33958472873409246,0.9065776930409916,Female
FBgn0000108,2.015454202789295,0.25964415052747597,0.6632016632016632,4.232177894048398,Female
FBgn0000109,1.2352612461581447,2.8077106139933363,2.3222591362126246,0.565251418509098,Female
FBgn0000114,1.5133521834747097,1.969561989606533,2.177124702144559,0.8214936247723132,Female
FBgn0000115,2.117692907248636,0.8695956999298902,1.5340513145391197,1.9133284777858703,Female
FBgn0000116,6.266121707538601,0.26662444585180495,1.4683739586547362,10.67883211678832,Female
FBgn0000117,0.19922050667066407,1.97951582867784,0.5209125475285171,0.1913626209977662,Female
FBgn0000119,0.6635475150758994,1.004008016032064,0.7372421281216069,0.7274886633556468,Female
FBgn0000120,0.10223201984017637,0.0922992900054615,0.02774922918807811,1.0528611752630228,Female
FBgn0000121,0.04329681794470527,0.2106537530266344,0.03145951521402785,0.3942140118508191,Female
FBgn0000137,0.44378271070203934,3.317323259579061,1.2682166146867029,0.2286899093841192,Female
FBgn0000139,0.7605633802816901,0.01845957988542329,0.05890138980807412,10.315417256011315,Female
FBgn0000140,0.8561484918793504,12.008130081300813,4.7430007178750895,0.156737998843262,Female
FBgn0000146,0.24649423496416328,4.221932114882507,0.9782393669634024,0.12612612612612611,Female
FBgn0000147,1.1774632553075668,6.279344858962693,3.9658597144630665,0.328462304882099,Female
FBgn0000150,0.1965300628178283,0.4643968515467692,0.1728485559302155,0.5680125441003528,Female
FBgn0000152,13.336917562724016,1.2772559066325078,7.316008316008316,5.033182503770739,Female
FBgn0000153,3.781829049611477,0.4762871378483115,1.5493945188017846,4.6417489421720735,Female
FBgn0000157,4.259697567389875,1.388772767990445,3.481792717086835,2.2089851584436424,Female
FBgn0000158,0.22137404580152673,0.3964042590329901,0.17959304040106164,0.6817321841496742,Female
FBgn0000163,0.110494169905608,4.128205128205129,0.6230472712517752,0.0662401705984273,Female
FBgn0000166,0.47194112235510577,0.616488179430188,0.4089468122578373,0.8190086402910414,Female
FBgn0000173,0.09604055350047952,0.07729598707244816,0.02498398462524023,1.0376974019358125,Female
FBgn0000179,0.10680686220254564,0.04384133611691023,0.01677681748856126,1.6437541308658294,Female
FBgn0000180,9.3359173126615,2.352891869237217,9.2564102564102555,2.427592116538132,Female
FBgn0000181,0.23973345730667903,3.0733197556008145,0.7429193899782135,0.15573533660791675,Female
FBgn0000182,1.3008340523439748,6.326007326007326,4.256241787122208,0.34115674769488685,Female
FBgn0000183,1.4875621890547264,3.121586810922205,3.0302267002518892,0.5854141894569956,Female
FBgn0000206,3.3549265106151336,0.6718913270637409,1.7173913043478262,3.0816326530612246,Female
FBgn0000212,0.21914050594330997,1.7845457709711103,0.5151515151515151,0.21784137616075505,Female
FBgn0000216,0.168736303871439,1.2240756185710313,0.33846411243098545,0.2535255405828894,Female
FBgn0000221,0.4681592952835383,0.3605442176870749,0.28328521013795316,1.1528525296017222,Female
FBgn0000227,0.45692952103442,0.9459985405010948,0.5349194167306216,0.5926737009755126,Female
FBgn0000228,0.10543042697250242,2.7019898195279963,0.43755615453728663,0.09559024924678172,Female
FBgn0000229,1.596559558584875,0.10238390519498416,0.3149243918474688,6.866273352999016,Female
FBgn0000233,0.6450750565494551,1.3738872403560831,0.9152501795547044,0.5800908552241754,Female
FBgn0000239,0.643047853768741,1.7416038382453736,1.0486555697823303,0.49700598802395207,Female
FBgn0000241,1.2695035460992907,2.1783869686134287,2.0639601685178093,0.6663195167673401,Female
FBgn0000244,0.7929179740026894,0.2961762799740765,0.36147038801906056,1.9282576866764276,Female
FBgn0000246,0.5088645794039985,1.3980815347721822,0.7797552836484983,0.5046078615760767,Female
FBgn0000247,0.164652787887611,1.7548209366391183,0.422475106685633,0.18694362017804153,Female
FBgn0000250,0.27368253462824393,1.8901734104046244,0.6073940124573036,0.2509773260359656,Female
FBgn0000253,90.95402298850574,2.0663089306247606,34.874439461883405,10.11111111111111,Female
FBgn0000256,6.662835249042145,0.299545159194282,1.5324469768914213,9.914051841746248,Female
FBgn0000257,0.0698047606311848,0.927246446639364,0.1544011544011544,0.18255728011825573,Female
FBgn0000259,4.780346820809249,3.5584045584045585,8.101251422070535,1.2371364653243848,Female
FBgn0000261,5.796941376380628,0.09859928591046416,0.7304780445598097,20.978021978021975,Female
FBgn0000273,7.98876404494382,0.7734426956328974,3.4969083754918495,5.420545746388443,Female
FBgn0000274,0.2022843402464683,0.271657924018439,0.11809923130677848,0.7703031644169064,Female
FBgn0000278,0.2791813239526703,0.14629603094999283,0.099958751546817,1.5252525252525253,Female
FBgn0000279,4.273566249176005,0.9694731659281144,2.7296037296037294,2.8406144983197312,Female
FBgn0000281,0.03869124902622695,4.361930294906166,0.349527665317139,0.02788127971219324,Female
FBgn0000283,0.845444059976932,5.932409012131716,2.9408866995073892,0.2654223347042075,Female
FBgn0000286,346.82608695652175,799,Inf,0.7985611510791367,Female
FBgn0000287,0.11420612813370472,1.7118644067796611,0.3269198872118096,0.1464603038119805,Female
FBgn0000289,0.7691287041132242,3.8163756773028297,2.056935422239205,0.3214403700033036,Female
FBgn0000299,0.09379272627837024,0.03801738679122875,0.01355631572279234,1.5591810620601407,Female
FBgn0000303,1.385923053981509,0.07555794568432374,0.23266563944530047,7.602150537634409,Female
FBgn0000307,0.5552099533437014,4.673758865248227,1.9197080291970805,0.2163600425726015,Female
FBgn0000308,19.671834625322997,2.0131826741996233,14.655577299412917,4.590496156533892,Female
FBgn0000316,0.2560841576385618,1.5023459493274944,0.5023474178403756,0.28720836685438456,Female
FBgn0000317,0.10588885816975394,6.005253940455342,0.7304780445598097,0.04616189355302733,Female
FBgn0000318,0.34115674769488685,0.3884068031933357,0.24107973937325472,0.90885230255309,Female
FBgn0000319,0.18465867022064267,0.3995801259622113,0.1510791366906475,0.6106301590497282,Female
FBgn0000320,6.9129574678536105,1.103049421661409,4.218525766470972,3.761904761904762,Female
FBgn0000326,7,0.12391121101432986,0.9777503090234858,20.50537634408602,Female
FBgn0000330,0.199580146948568,1.0833333333333333,0.33355559259876644,0.3022952954582452,Female
FBgn0000337,0.4582573824279985,0.145475372279496,0.14302043149021287,2.1533307055577455,Female
FBgn0000339,0.7941242431038349,0.5238095238095238,0.5305146355462024,1.3168259484506226,Female
FBgn0000346,0.4179369018078696,0.03506275067925993,0.05304725549559036,4.390835579514825,Female
FBgn0000351,0.5748031496062992,34.39823008849557,6.187780772686433,0.05708245243128964,Female
FBgn0000352,0.6096579476861167,60.06870229007634,8.828009828009828,0.04890520519208077,Female
FBgn0000355,0.3225326500247975,0.25885129819040126,0.16533139111434814,1.072538860103627,Female
FBgn0000356,0.1344299489506523,0.38097704125668913,0.11436133166179134,0.4947683109118087,Female
FBgn0000357,0.22230710466004583,0.9393939393939394,0.33377792597532513,0.3679890560875513,Female
FBgn0000358,0.39057882843733704,2.4334763948497855,0.968019680196802,0.26242701593814105,Female
FBgn0000359,0.05722214880401744,2.6003600360036003,0.2936610608020699,0.06425435679127312,Female
FBgn0000360,0.10527770102238188,2.395585738539898,0.4022787028921998,0.10941616974067396,Female
FBgn0000370,0.8198362147406734,0.4503263234227701,0.5034767900770531,1.5109855618330197,Female
FBgn0000376,0.399825021872266,2.30169211721007,0.911589008363202,0.2857602057216329,Female
FBgn0000377,0.2511729746637473,1.351557907113463,0.4498006524102936,0.2917810431131923,Female
FBgn0000382,1.8922631959508316,5.2208398133748055,5.216006216006216,0.5037593984962406,Female
FBgn0000384,1.39880059970015,0.7663943475380879,1.079002079002079,1.5356576862123614,Female
FBgn0000392,1.246559955068801,6.6701821668264625,4.259697567389875,0.3095432967752496,Female
FBgn0000394,0.303143834500733,0.5555123468792533,0.2771392081736909,0.6376663254861822,Female
FBgn0000395,1.9973772948669912,4.7512580877066855,4.983545250560957,0.5661707126076743,Female
FBgn0000404,0.38193124892036623,6.0609002647837595,1.6238110856018366,0.13378684807256236,Female
FBgn0000405,0.21304018195602728,3.914004914004914,0.8484288354898336,0.12139052425007008,Female
FBgn0000406,0.1864155420436008,0.01227382006832848,0.00870003782625141,4.555555555555555,Female
FBgn0000411,5.389776357827476,0.23819842129701285,1.2656471254602095,9.624169986719789,Female
FBgn0000412,0.5452965037666603,5.1255742725880555,1.8985507246376812,0.20463785574461676,Female
FBgn0000414,1.5031289111389237,2.040668947168377,2.2467532467532467,0.8144704014515763,Female
FBgn0000416,0.9043084979766722,0.927710843373494,0.8921475875118259,0.9738465334320257,Female
FBgn0000422,1.43161094224924,0.00641590137124166,0.06538820082567585,28.739776951672862,Female
FBgn0000426,2.397027600849257,1.3262576330328584,2.414425949637218,1.4829298572315333,Female
FBgn0000427,0.22137404580152673,0.9351717464925012,0.3278008298755187,0.3570822731128075,Female
FBgn0000439,0.6556291390728477,1.312807169702226,0.8917001655237645,0.6230472712517752,Female
FBgn0000442,7.66738894907909,1.4002400240024002,5.187161639597835,3.2083114150447134,Female
FBgn0000447,0.23209610349607268,0.3665869490946361,0.16686114352392065,0.7559262510974539,Female
FBgn0000448,0.442741208295762,0.5091492171288436,0.35409614082599866,0.9184652278177458,Female
FBgn0000449,0.2484394506866417,0.7586282699494394,0.3022952954582452,0.4673514306676449,Female
FBgn0000454,0.05890138980807412,1.2253129346314326,0.17457054764351784,0.12060512676845496,Female
FBgn0000455,0.06666666666666667,0.5194681861348528,0.0939422945439628,0.2720623310542217,Female
FBgn0000459,2.881610868510432,0.9806882891804902,2.0852294639413804,2.1483667847304213,Female
FBgn0000463,0.25136868449867045,1.179242713157178,0.42526278282558344,0.33689839572192515,Female
FBgn0000464,15.06425702811245,25.058631921824105,114.94202898550724,0.7985611510791367,Female
FBgn0000473,0.5006565372350403,2.047619047619047,0.9925280199252802,0.358695652173913,Female
FBgn0000477,399,0.0859237138591014,5.410256410256411,614.3846153846154,Female
FBgn0000479,1.712783994574432,78.20792079207921,24,0.10726643598615918,Female
FBgn0000482,0.01227382006832848,0.02419664575598515,0.00187852222917971,0.7357344326318074,Female
FBgn0000489,0.404001404001404,0.10849383400304836,0.10573600552868002,2.2441200324412005,Female
FBgn0000490,10.958146487294467,0.0101010101010101,0.3242840589306406,306.6923076923077,Female
FBgn0000492,0.8587360594795539,0.3377926421404682,0.4342058085335246,1.856122813280971,Female
FBgn0000499,0.9622271277900416,6.984031936127744,3.722550177095631,0.2572685840012573,Female
FBgn0000500,1.032004064008128,3.517221908526256,2.5746201966041107,0.4349775784753363,Female
FBgn0000504,0.2987012987012987,0.05918178207334834,0.06157112526539278,2.6730945821854912,Female
FBgn0000520,0.12076211824040348,0.5299292407726143,0.136040897472309,0.3651877133105802,Female
FBgn0000524,0.5284677111196026,9.3359173126615,2.8113387327298716,0.12612612612612611,Female
FBgn0000527,0.5847860538827259,0.11731843575418996,0.15556839520439117,2.8461538461538463,Female
FBgn0000529,241.42424242424244,2.414425949637218,100.26582278481013,15.194331983805668,Female
FBgn0000533,0.4657383657017222,0.40548137737174983,0.30633572828216854,1.0833333333333333,Female
FBgn0000536,1.357100766057749,0.47411092684724526,0.7293558149589278,2.1031807602792862,Female
FBgn0000541,1.039255671679837,10.611030478955009,5.139677666922487,0.20918984280532044,Female
FBgn0000542,0.6243654822335025,0.5322735108216816,0.4654698662758747,1.1551724137931034,Female
FBgn0000543,0.09349371241115365,8.237875288683602,0.8319212273872223,0.03640367923306128,Female
FBgn0000546,0.4590552617180376,5.153846153846154,1.80014000700035,0.17388114453411593,Female
FBgn0000547,0.4295925661186562,3.028197381671702,1.202036884117809,0.244361487011977,Female
FBgn0000551,0.3044187184086092,0.02066853789231947,0.02814548258578588,4.710206995003569,Female
FBgn0000552,0.1855364552459988,0.564945226917058,0.2028266426101338,0.46012045993794487,Female
FBgn0000557,0.7893088794453142,0.2012012012012012,0.26863304789089754,2.616636528028933,Female
FBgn0000559,0.3771733516956447,1.2075055187637969,0.596169193934557,0.4339487363326761,Female
FBgn0000560,0.25885129819040126,0.08651364932771968,0.06284044107878305,1.8258565877781705,Female
FBgn0000562,0.6187778227438284,3.424778761061947,1.7027027027027026,0.29053073076302627,Female
FBgn0000564,3.145077720207254,0.44378271070203934,1.3215322112594312,4.148005148005148,Female
FBgn0000565,1.6936026936026936,0.16228388783960482,0.43292136843990686,5.196746707978312,Female
FBgn0000566,0.6171417020416414,0.4119308153900459,0.3812154696132597,1.2566995768688294,Female
FBgn0000567,0.01355631572279234,1.9884198729921552,0.11296605453533667,0.02854204165595269,Female
FBgn0000568,0.2378152560730311,1.1085925144965736,0.3971358714634998,0.3260401127134096,Female
FBgn0000575,4.738880918220947,6.085916740478299,12.745704467353953,0.8717828731867103,Female
FBgn0000576,37.83495145631068,57.394160583941606,443.44444444444446,0.8626309662398137,Female
FBgn0000577,0.4250089063056644,3.6948356807511735,1.3661638568470866,0.2108369910700772,Female
FBgn0000578,2.031451307313376,36.2093023255814,20.978021978021975,0.17664362406236211,Female
FBgn0000579,0.9393939393939394,0.29554655870445345,0.4072119613016711,2.216726980297547,Female
FBgn0000581,0.5432098765432098,6.2727272727272725,2.187250996015936,0.17837678597731624,Female
FBgn0000588,0.5378700499807766,1.0191822311963654,0.6614745586708204,0.6349887594522787,Female
FBgn0000591,1.3802439750074382,0.257071024512885,0.4892032762472077,3.3549265106151336,Female
FBgn0000592,2.6429872495446265,0.07339326445726553,0.36425648021828105,13.134275618374556,Female
FBgn0000594,0.1349127535820684,7.097165991902834,0.9646365422396856,0.05332455562870309,Female
FBgn0000606,57.394160583941606,3.645760743321719,54.55555555555556,5.334125098970705,Female
FBgn0000611,0.5068751177246186,20.27659574468085,4.2493438320209975,0.07671601615074024,Female
FBgn0000615,0.3781223083548665,0.75054704595186,0.42526278282558344,0.6112789526686808,Female
FBgn0000617,0.01240192356365477,0.07023411371237458,0.00578325370882574,0.4222222222222222,Female
FBgn0000618,0.1920727164357026,3.6296296296296298,0.7417809710428913,0.12060512676845496,Female
FBgn0000625,46.61904761904762,1.3001725129384705,16.278617710583152,10.049723756906078,Female
FBgn0000629,0.2802048327732437,0.537574476263694,0.2604380022057665,0.6243654822335025,Female
FBgn0000633,0.8488560203374163,0.4303593777936706,0.4889261120416899,1.6135249918327343,Female
FBgn0000635,0.4566642388929352,0.0948405638428904,0.11467186846871952,2.5906642728904847,Female
FBgn0000636,1.3745918670228554,0.30761686825760054,0.578220556322746,2.755868544600939,Female
FBgn0000639,0.7730496453900709,0.6129032258064516,0.5990405756546072,1.1733224667209998,Female
FBgn0000640,7.221993833504625,0.8281535648994516,3.4077134986225897,4.405405405405405,Female
FBgn0000644,0.05876124933827421,0.5100037750094375,0.08548168249660787,0.24339446689462232,Female
FBgn0000658,8.913258983890954,2.950617283950617,11.084592145015106,2.0616150019135095,Female
FBgn0000659,18.8019801980198,0.05152471083070452,1.0035061357375408,96.5609756097561,Female
FBgn0000662,0.8739751698289998,3.6811000585137506,2.231017770597738,0.3665869490946361,Female
FBgn0000667,0.7699115044247787,0.3168724279835391,0.3705670721260922,1.7981811822315494,Female
FBgn0000709,0.4590552617180376,42.71584699453552,6.187780772686433,0.04207372671616517,Female
FBgn0000711,1.2179096201829775,3.303388918773534,2.611738148984198,0.5261350629530713,Female
FBgn0000715,0.5125732652675364,0.2718600953895072,0.24262193227710468,1.499218994064355,Female
FBgn0000719,0.19367353028946585,3.145077720207254,0.7086715079026057,0.1320220744304514,Female
FBgn0000721,0.5125732652675364,0.06030483764082173,0.08873162765378334,3.904966278356836,Female
FBgn0000723,0.7801513128615932,0.04058272632674298,0.09559024924678172,6.984031936127744,Female
FBgn0000808,0.5296367112810707,1.5023459493274944,0.8352833218628126,0.4825796886582654,Female
FBgn0000810,0.9111323459149546,5.530612244897959,3.04244567963618,0.28949065119277884,Female
FBgn0000826,0.08504001085040011,0.6659725114535611,0.124859392575928,0.24416796267496113,Female
FBgn0000927,0.08917631041524847,3.7477744807121662,0.5100037750094375,0.0610079575596817,Female
FBgn0000928,0.09619073718827076,0.9699581383895592,0.20138158882715124,0.2102874432677761,Female
FBgn0000964,2.188521323236349,5.2063615205585725,5.525285481239805,0.5923566878980892,Female
FBgn0000996,0.5769761482357579,3.446914952751529,1.5756600128783,0.279795232762758,Female
FBgn0001075,1.8328611898017,1.866356144750985,2.4290612944706385,0.9772614928324272,Female
FBgn0001077,2.098373353989156,0.4678899082568808,0.9801980198019802,2.946719289590528,Female
FBgn0001078,0.27408823060996973,20.85792349726776,2.700277520814061,0.04698337913885617,Female
FBgn0001079,0.10864745011086474,2.950617283950617,0.4587892049598833,0.0939422945439628,Female
FBgn0001083,7.918617614269788,1.1327645961077046,4.878030859662013,4.082592121982211,Female
FBgn0001084,3.044489383215369,13.0597539543058,14.810276679841897,0.4151777817088272,Female
FBgn0001085,0.14514743773260808,10.922503725782414,1.2253129346314326,0.03345820953365198,Female
FBgn0001086,0.4662756598240469,1.379535990481856,0.7440592980161326,0.4757424829367275,Female
FBgn0001087,1.2916069894013176,6.540056550424128,4.105296745373325,0.35180804325785736,Female
FBgn0001089,2.337505214851898,1.4183796856106408,2.3402922755741127,1.391629297458894,Female
FBgn0001090,2.4677069787602948,0.578220556322746,1.3001725129384705,2.764705882352941,Female
FBgn0001091,0.4703179562580408,0.10849383400304836,0.12076211824040348,2.4980323567993006,Female
FBgn0001092,8.31315483119907,0.548586914440573,2.75234521575985,6.928642220019822,Female
FBgn0001098,3.9658597144630665,0.22249388753056237,0.9806882891804902,8.216589861751151,Female
FBgn0001104,0.14580349470065884,0.6995963458678564,0.2012012012012012,0.34816312773845637,Female
FBgn0001105,1.9585798816568047,1.607561929595828,2.2245062474808543,1.1453472780906409,Female
FBgn0001108,1.0356234096692112,29.18867924528302,8.445100354191263,0.11622715222547789,Female
FBgn0001112,0.2529365700861394,0.1345908381789817,0.085334418667752,1.4775472282440385,Female
FBgn0001114,9.526315789473683,0.01125015800783718,0.35409614082599866,149.9433962264151,Female
FBgn0001120,0.5441034549314804,0.659062629614268,0.4771048744460857,0.8717828731867103,Female
FBgn0001122,42.47826086956522,1.1733224667209998,15.06425702811245,11.084592145015106,Female
FBgn0001123,4.614035087719298,0.02669404517453798,0.3059092393078681,53.42176870748299,Female
FBgn0001124,1.76529554096094,0.02708948517139555,0.1479408810446262,18.27710843373494,Female
FBgn0001125,0.30633572828216854,0.4534883720930232,0.24785524879114024,0.7617264919621228,Female
FBgn0001128,0.4179369018078696,0.13154172560113153,0.1168504816417702,2.0429821224800304,Female
FBgn0001133,1.1499596882558452,8.975062344139651,5.289308176100629,0.25984251968503935,Female
FBgn0001134,1.6729034413631807,0.9497928345113332,1.39736290080911,1.4898848428260194,Female
FBgn0001137,0.03013134174607262,0.6253555465258025,0.06595602931379081,0.14876507754164273,Female
FBgn0001138,0.6353229762878169,0.02986611740473738,0.07181136120042872,6.462686567164179,Female
FBgn0001139,0.38073869520193304,3.602991944764097,1.226551628165878,0.19492158327109785,Female
FBgn0001142,8.569377990430622,0.38097704125668913,2.1758634378721715,9.349288486416558,Female
FBgn0001145,3.9782202862476663,0.02288709883646592,0.24281497592045984,47.19277108433735,Female
FBgn0001147,0.7364879531148253,0.8908059560387616,0.7455814968361335,0.8859028760018859,Female
FBgn0001148,5.074411541381929,2.278688524590164,5.962576153176675,1.6729034413631807,Female
FBgn0001149,0.25,1.5889967637540454,0.5328607012837708,0.25805944330869635,Female
FBgn0001150,2.4737299174989142,5.0652009097801365,6.414272474513439,0.6187778227438284,Female
FBgn0001168,5.394884092725819,0.2610340479192938,1.2377622377622377,9.217113665389528,Female
FBgn0001169,0.3477088948787062,5.374501992031872,1.5244556642473968,0.14334714877804774,Female
FBgn0001170,3.1237113402061856,1.9090909090909092,3.5766590389016018,1.4213075060532687,Female
FBgn0001174,20.22015915119363,0.968503937007874,7.648648648648648,8.22722029988466,Female
FBgn0001179,3.1004613018964635,7.620689655172414,10.03448275862069,0.571400510705166,Female
FBgn0001180,0.5958507879513265,4.1249199231262015,1.940095553105476,0.24281497592045984,Female
FBgn0001185,0.7781729273171816,8.803921568627452,3.484304932735426,0.17837678597731624,Female
FBgn0001186,1.038216560509554,1.4744819053510672,1.3467292461132296,0.7738359201773836,Female
FBgn0001187,1.3830801310694072,0.7520805957074025,1.065049044914817,1.5856496444731738,Female
FBgn0001189,1.6472534745201852,0.10527770102238188,0.3065490772497142,6.744433688286544,Female
FBgn0001197,1.2662889518413598,1.712783994574432,1.746309646412633,0.8066847335140018,Female
FBgn0001202,0.6813787305590584,1.7758501040943788,1.2002200220022,0.4889261120416899,Female
FBgn0001206,0.7097670442402223,3.917025199754149,2.088803088803089,0.2999675008124797,Female
FBgn0001208,1.0085362791865429,0.00489888204999371,0.03936598674808367,25.31578947368421,Female
FBgn0001215,0.04356900600052178,4.401755570560432,0.3717421124828532,0.03372528750484559,Female
FBgn0001216,4.939123979213066,0.1834319526627219,0.9945150835203193,11.012012012012011,Female
FBgn0001217,0.4149274849663955,7.8202866593164275,2.038359285985568,0.12280701754385964,Female
FBgn0001218,0.264422317053896,0.2622278321236983,0.14992094293517322,1.0130850528434827,Female
FBgn0001220,0.08769544527532291,0.5399422521655438,0.1154489682097044,0.3116904410559108,Female
FBgn0001222,0.9675356615838662,2.225806451612903,1.6818638954073082,0.557935735150925,Female
FBgn0001223,8.937888198757763,0.03399250355434923,0.5628052353975386,69.17543859649123,Female
FBgn0001224,0.4662756598240469,0.5732546705998034,0.3990905911157748,0.8382352941176471,Female
FBgn0001225,1.4676125848241826,0.2594458438287154,0.5051740357478833,3.4125758411472695,Female
FBgn0001226,1.5453388482341712,1.5583626479053403,1.8540849090260436,0.9950124688279302,Female
FBgn0001227,12.245033112582782,3.1004613018964635,13.285714285714286,2.4100596760443307,Female
FBgn0001228,0.2236157846436219,12.114754098360656,1.7903732124171607,0.05069608615707906,Female
FBgn0001229,7.298755186721992,0.7813404586951681,3.2987641053197208,4.930318754633062,Female
FBgn0001230,6.111111111111111,0.4670823399963323,2.0131826741996233,6.5829383886255926,Female
FBgn0001233,0.3366750208855472,0.6093341380004024,0.3119055428009183,0.6474464579901154,Female
FBgn0001234,2.4647033347769596,4.72655690765927,5.926406926406926,0.6666666666666666,Female
FBgn0001247,0.2217470983506414,0.628001628001628,0.2486343062275636,0.4657383657017222,Female
FBgn0001248,0.2050007531254707,0.9670518809933611,0.3275804845668769,0.33377792597532513,Female
FBgn0001250,2.319502074688797,0.20066036319975983,0.597763131615738,5.739679865206402,Female
FBgn0001253,1.414729852097797,1599,241.42424242424244,0.00959111559818273,Female
FBgn0001254,0.5643332029722331,0.16686114352392065,0.1864155420436008,2.1520882584712373,Female
FBgn0001255,0.6323199347072026,0.5980823012385138,0.49953139643861294,1.065049044914817,Female
FBgn0001256,1.0309723280020309,0.32736021237763396,0.47983721790603034,2.1670625494853524,Female
FBgn0001257,5.4935064935064934,1.140754616002141,3.63768115942029,2.8666022232962782,Female
FBgn0001258,0.07368138504898672,0.01227382006832848,0.00452034153691612,2.4497628288055195,Female
FBgn0001259,1.083876009377442,0.5168752370117558,0.6406890894175554,1.67022696929239,Female
FBgn0001263,0.8248175182481752,0.9905449116695696,0.8656716417910447,0.8669778296382731,Female
FBgn0001269,0.3788348845225784,0.5387574533564147,0.322970067802216,0.7703031644169064,Female
FBgn0001276,0.7308524448290783,0.35180804325785736,0.3826477704804701,1.6402640264026402,Female
FBgn0001280,0.6313213703099511,0.7057569296375267,0.567398119122257,0.9134178426213824,Female
FBgn0001281,0.06595602931379081,3.941321803582458,0.4139271827500884,0.04821802935010482,Female
FBgn0001285,2.1508467900748327,0.2204424103737605,0.606425702811245,4.9347181008902075,Female
FBgn0001291,0.39786825091735106,0.6177957532861477,0.37339055793991416,0.7171066752522001,Female
FBgn0001296,0.7857142857142857,1.9197080291970805,1.3208587177255584,0.5212017493820118,Female
FBgn0001297,1.8218694885361553,0.28783000643915,0.6587186398507153,3.5584045584045585,Female
FBgn0001301,1.4752475247524752,0.6289961311341885,0.952648279228704,1.9038112522686024,Female
FBgn0001308,0.8885741265344664,1.6472534745201852,1.3228803716608597,0.6413623307345097,Female
FBgn0001311,9.8991825613079,5.562756357670222,18.753086419753085,1.5583626479053403,Female
FBgn0001319,8.950248756218905,1.2087244616234123,5.578947368421052,4.138086062941555,Female
FBgn0001320,1.3432923257176332,1.574002574002574,1.685464921114468,0.8770530267480057,Female
